"Question 21: Alan is Peter’s agent with the express authority to rent Peter’s cottage for the summer months. However, in his capacity as Peter’s agent, Alan accepts an offer to purchase the cottage instead. When Peter discovers the incident, he is so impressed by the price, he calls and tells the buyers that he adopts Alan’s act. Which of the following is the result of these actions at law? 
(1)Peter has ratified Alan’s actions, therefore the buyers cannot sue Alan for breach of warranty of authority. 
(2)When Peter adopted Alan’s act, he created legal authority by means of revocation. 
(3)Peter has ratified Alan’s actions, therefore the buyers cannot sue Alan for breach of warranty of authority. 
(4)None of the above","Answer: 1 Explanation: Option (1) is correct because Peter has ratified the contract, which means he has consented to the unauthorized acts of the agent. Therefore, Peter is bound by the contract just as if Alan had been authorized to make it in the first place. He cannot sue for breach of warranty of authority. Option (2) is incorrect because revocation refers to terminating authority, not creating it. Option (3) is incorrect because apparent authority arises from agency by estoppel. Agency by estoppel is not present here, as there was no representation made by Peter, reliance by a third party and an alteration of the third party’s position based on that reliance. Option (4) is incorrect because Option (1) is true."
"Question 22: You have a partially completed appraisal report that you need to fill in. The subject property has 4 bathrooms and an air conditioner. The house next door is similar in all respects except for the number of bathrooms and air conditioner. It sold for $334,000 and was adjusted +$6,700 for bathrooms and +$5,500 for the air conditioner. If the market value of a bathroom is $6,700 and the market value of an air conditioner is $5,500, you can conclude that this comparable has: 
(1)5 bathrooms and no air conditioner. 
(2)3 bathrooms and an air conditioner. 
(3)5 bathrooms and no air conditioner. 
(4)4 bathrooms and an air conditioner.","Answer: 3 Explanation: Option (3) is correct because a positive adjustment of $6,700 for bathrooms indicates that the comparable has one less bathroom than the subject property (3 bathrooms), and a positive adjustment of $5,500 for the air conditioner indicates that the comparable does not have an air conditioner. Options (1), (2), and (4) are incorrect for this reason."
"Question 23: An appeal from the small claims court is to which of the following? 
(1)The British Columbia Supreme Court 
(2)The Federal Court of Appeal 
(3)The British Columbia Supreme Court 
(4)The Small Claims Court of Appeal","Answer: 1 Explanation: Option (1) is correct because an appeal from small claims court is to the British Columbia Supreme Court. Options (2), (3), and (4) are incorrect for this reason."
"Question 24: What will be the maximum loan granted on a commercial building with a lending value of $5,550,000 and yielding a net operating income of $360,000 per year, where the lender requires a debt coverage ratio of 1.35 and a 60% loan-to-value ratio? The loan will be amortized over 20 years with annual payments and the interest rate is 7% per annum, compounded annually. Round your answer to the nearest $1,000. 
(1)$2,814,000 
(2)$3,330,000 
(3)$2,814,000 
(4)$2,825,000","Answer: 4 Explanation: The maximum loan granted will be the lower amount of the loan-to-value constraint and the DCR constraint. Using the DCR constraint, calculate the maximum allowable payments."
"Question 25: Zelda was in a good mood one day, and she went over to her next door neighbour Herb’s house and cleaned all his gutters. When Herb returned home from work, he was thrilled by what Zelda had done and he said, “Zelda, I am going to give you a case of wine for doing this.” Weeks passed, and finally Zelda asked Herb when she could expect to receive her wine. Herb said that he had changed his mind. Zelda is now furious and wants to sue Herb in small claims court for a breach of contract. Which of the following statements is most relevant to these facts? 
(1)An invitation to treat is distinguishable from an offer because it cannot form a binding contract, if accepted. 
(2)A voidable contract exists until it is repudiated by the party entitled to do so. 
(3)An invitation to treat is distinguishable from an offer because it cannot form a binding contract, if accepted. 
(4)Breach of a condition of a contract entitles the injured party to terminate the contract.","Answer: 3 Explanation: Option (3) is relevant and therefore correct because although Herb offered a case of wine as present consideration, the cleaning of the gutters was past consideration. Since past consideration is no consideration, no contract formed between Herb and Zelda. Option (1) is incorrect because an invitation to treat is typically an advertisement or other statement from one party inviting another party to make a legal offer. No invitation to treat appears in this scenario. Option (2) is incorrect because there is no voidable contract to be repudiated on the facts. Option (4) is not relevant because the issue is whether there was consideration to give rise to a valid contract in the first place."
"Question 26: Which one of the following is the generally accepted accounting principle that determines what amount will be recorded on the company’s balance sheet as the value of a building at the time of purchase? 
(1)The objectivity principle 
(2)The consistency principle 
(3)The objectivity principle 
(4)The cost principle","Answer: 4 Explanation: Option (4) is correct because the cost principle states that a company must record the value of an asset as the price paid at the time of acquisition. Option (1) is incorrect because the objectivity principle states that all values must be objective and verifiable. Option (2) is incorrect because the consistency principle states that once a company adopts a certain accounting policy, they should continue to use that same policy. Option (3) is incorrect because the revenue recognition principle states that revenue must be recorded when it is earned, not when cash is received."
"Question 27: In order for a trading services representative to be liable for a negligent misrepresentation, certain facts must be proven. Which of the following is NOT a requirement for establishing a claim based upon negligent misrepresentation? 
(1)A contractual relationship must exist between the representative and the person to whom the representation is made. 
(2)The statement may be either one of fact or an opinion given by the representative. 
(3)A contractual relationship must exist between the representative and the person to whom the representation is made. 
(4)The representative must make no clear disclaimer of liability for the accuracy of the statement.","Answer: 1 Explanation: Option (1) is correct because a contractual relationship does not need to exist between the parties when a negligent misrepresentation is made. For example, a licensee acting for a seller could be held liable for negligent misrepresentation for a statement made to a buyer despite having no contractual relationship with the buyer. Option (2) is incorrect because the statement made may be fact or opinion as the representative is a skilled person and the other party may reasonably rely on it. Option (3) is incorrect because there is a requirement of reliance on the statement and resulting damage from that reliance to establish a claim of negligent misrepresentation. Option (4) is incorrect because a representative can make a clear disclaimer that they will not be liable for the accuracy of the statement."
"Question 28: Sally, an appraiser, has been asked to provide an estimate of the market value of a farmhouse and the surrounding property. Which one of the following would NOT affect her estimate of market value? 
(1)One of the pastures on the property has been leased for two years to the owner of a racehorse. 
(2)The owner of the farmhouse is anxious to move and would like to sell as soon as possible. 
(3)One of the pastures on the property has been leased for two years to the owner of a racehorse. 
(4)Homehold Finance Company recently loaned some money, at a below-market interest rate, to the owner of the farmhouse and secured the debt with a mortgage on the farmhouse. This mortgage is assumable.","Answer: 2 Explanation: Option (2) is the correct answer as it is the only option listed that does not affect the legal rights of ownership of the property. Options (1), (3), and (4) represent legal interests or charges that will affect the appraiser’s estimate of market value."
"Question 29: The book value of an asset can be BEST defined as which of the following? 
(1)The purchase price of that asset less any depreciation taken to date 
(2)The price for which a similar asset could currently be purchased in the market 
(3)The purchase price of that asset less any depreciation taken to date 
(4)A value that is subjectively arrived at by an appraiser","Answer: 1 Explanation: Option (1) is correct because the book value of an asset is calculated as the purchase price of the asset, less all of the accumulated depreciation to date. Options (2) and (3) are incorrect as they both refer to the market value of the asset, and Option (4) is incorrect as it refers to the appraised value of an asset."
"Question 30: In the situation where a residential tenant under a fixed term tenancy abandons the premises prior to the end of the term, the obligation imposed on the landlord to try to re-rent the premises as quickly as possible is referred to as: 
(1)the duty to mitigate damages. 
(2)the covenant of quiet enjoyment. 
(3)the duty to mitigate damages. 
(4)the doctrine of interesse termini.","Answer: 1 Explanation: Option (1) is correct because the duty to mitigate damages means that the innocent party must try to reduce the loss suffered as a result of the breach. In this case, reducing the loss of income from the rent would occur by re-renting the premises as soon as possible. Options (2), (3), and (4) are incorrect as they refer to other legal principles."
"Question 31: Scrambling credit card information into an unreadable format is BEST known as which of the following? 
(1)Cryptomizing 
(2)Digitizing 
(3)Cryptomizing 
(4)Instilling","Answer: 3 Explanation: Option (3) is correct because cryptomizing information protects it by encrypting it into an unreadable format. Only those with a secret key or code can decipher the information. Options (1), (2), and (4) are incorrect for this reason."
"Question 32: Which of the following most correctly completes the phrase: “A mortgage is ...”? 
(1)a contract, evidence of a loan, and required to be registered to be effective between the parties. 
(2)a contract, evidence of a loan, and security for a loan. 
(3)a contract, evidence of a loan, and required to be registered to be effective between the parties. 
(4)a contract, evidence of a loan, security for a loan, and required to be registered to be effective between the parties.",Answer: 2 Explanation: Option (2) is correct as it describes a mortgage. Options (1) and (4) are incorrect because a mortgage does not necessarily need to be registered to be effective between the parties. This principle is embodied in section 20(1) of the Land Title Act. Option (3) is incorrect because a mortgage is not a loan. It is an interest in land created by contract as security for a loan made by a lender to the borrower.
"Question 33: Which of the following statements is FALSE? 
(1)An appraisal mistake of $3,000 on a $276,000 house is beyond the margin of allowable error. 
(2)Form reports often meet the needs of financial institutions, insurance companies, and government agencies. 
(3)An appraisal mistake of $3,000 on a $276,000 house is beyond the margin of allowable error. 
(4)An appraiser may be responsible to any party who reasonably relies on the appraisal report for the purpose it was conducted.","Answer: 1 Explanation: Option (1) is false and therefore correct, because the allowable margin of error is 10%, and the $3,000 error falls within this margin. Options (2), (3), and (4) are incorrect because these statements are all true."
"Question 34: An investment corporation purchased an apartment building on March 31, 2011 for $2,800,000. Of that $2,800,000, $1,700,000 was attributed to the building and $1,100,000 to the land. Depreciation was to be claimed at $50,000 per year for the life of the building. The building component of the property was valued on March 31, 2021, to be $2,400,000. What would be the net amount of the building appearing on the corporation’s Statement of Assets and Liabilities as at March 31, 2021? 
(1)$1,700,000 
(2)$1,200,000 
(3)$1,700,000 
(4)$1,900,000","Answer: 2 Explanation: Option (2) is correct. Land is not considered to be a depreciable asset and thus, depreciation expense is never taken on land. Depreciation expense is only taken on the building."
"Question 35: Chadwick is the listing licensee for a house. According to the Real Estate Services Rules, Chadwick does NOT need to provide his client, the seller, with a Disclosure of Interest in Trade form if the party making the offer to purchase the house is: 
(1)a corporation in which Chadwick holds 20% of the shares. 
(2)Chadwick’s wife. 
(3)a corporation in which Chadwick holds 20% of the shares. 
(4)Chadwick’s friend and tennis partner.","Answer: 4 Explanation: Option (4) is correct because a licensee is required to provide a Disclosure of Interest in Trade form when there is an offer by the licensee to directly or indirectly acquire real estate. An offer by Chad’s friend is neither of these. Option (1) is incorrect because an offer by a corporation in which Chad owns over 5% of the shares is an offer to indirectly acquire real estate. Option (2) is incorrect because an offer by Chad’s wife is also an offer to indirectly acquire real estate. Option (3) is incorrect because it is a direct offer to acquire real estate. In these three situations, Chad must provide a Disclosure of Interest in Trade form."
"Question 36: An investor plans to pay $200,000 for a vacant lot that the investor feels will sell at the end of 3 years for $280,985.60. What yield, expressed as anannual rate with semi-annual compounding, will the investor earn? (Assume that these are the only cashflows for this investment.) 
(1)11.66% 
(2)11.39% 
(3)11.66% 
(4)10.00%","Answer: 1 Explanation: Find the nominal rate per year based on the given PV and FV. Press Display 2  P/YR 2 200000 +/ PV 200,000 0 PMT 0 6 N 6 280985.6 FV 280,985.6 I/YR 11.660105"
"Question 37: A revocation of an offer is effective when: 
(1)a notice of revocation is mailed. 
(2)it is communicated to the offeree. 
(3)a notice of revocation is mailed. 
(4)a notice of revocation is filed.","Answer: 2 Explanation: Option (2) is correct and Options (1), (3), and (4) are incorrect because a revocation of an offer is only effective when it is communicated to the offeree."
"Question 38: Which of the following falls within the category of law called “public law”? 
(1)Breach of contract 
(2)Trespass 
(3)Breach of contract 
(4)None of the above",Answer: 3 Explanation: Option (3) is correct because “public law” deals with the Constitution and matters between private individuals and the state. Options (1) and (2) are incorrect because these fall under the category of “private law”.
"Question 39: Which of the following is NOT required in a notice of the end of the tenancy agreement by a tenant under the Residential Tenancy Act? 
(1)Written notice signed by the tenant 
(2)The address of the premises for which the notice is given 
(3)Written notice signed by the tenant 
(4)The date of termination of the tenancy","Answer: 3 Explanation: Option (3) is correct because the occupation of the parties is not required in a notice of the end of the tenancy agreement by a tenant. Options (1), (2), and (4) are incorrect they are all required in a notice of the end of the tenancy agreement."
"Question 40: Which one of the following is NOT an appraisal approach/method? 
(1)The residual method 
(2)The cost approach 
(3)The residual method 
(4)The depreciation approach","Answer: 4 Explanation: Option (4) is the correct answer as the depreciation approach is not a method of appraisal. Options (1), (2), and (3) all represent valid appraisal approaches and are therefore incorrect."
"Question 41: Adel is a trading services licensee acting for a developer who is purchasing large blocks of land in Vancouver for a large development. Adel purchases some lots in the area for himself and discloses his identity to the sellers as required by the Real Estate Services Act on those purchases. He does not mention the purchases to his principal, the developer. Shortly thereafter, Adel makes a profit on the resale of his lots due to the effects of his principal’s development on the real estate market. What is this an example of? 
(1)A good business deal that is perfectly acceptable at law 
(2)A use of information that will always, even with disclosure to the principal, be prohibited 
(3)A good business deal that is perfectly acceptable at law 
(4)Adel’s activities are examples of both (2) and (3)","Answer: 3 Explanation: Option (3) is correct because there is a duty on the real estate licensee to tell his or her client everything relevant to the transaction within the agent’s knowledge. In this case, because the licensee has a personal interest in the transaction, he must disclose it to the client, but the transaction is not automatically prohibited. Options (1), (2), and (4) are therefore incorrect."
"Question 42: Which of the following statements about the principles that apply to all strata developments in British Columbia is TRUE? 
(1)The Strata Property Act generally does not apply on First Nation reserve land, subject to some exceptions. 
(2)The strata division of the Civil Resolution Tribunal conducts random audits to verify the compliance of strata corporations with strata legislation. 
(3)The Strata Property Act generally does not apply on First Nation reserve land, subject to some exceptions. 
(4)Commercial and industrial strata developments are subject to a separate and enhanced subset of compliance requirements under the Strata Property Act.","Answer: 1 Explanation: Option (1) is correct because First Nation reserve land constitutes an exclusively federal undertaking under the Constitution Act, 1867, and therefore, provincial legislation such as the Strata Property Act (“SPA”) generally does not apply on such lands, subject to the leasehold landlord provisions in the SPA. Option (2) is incorrect because while the owners may apply to the Civil Resolution Tribunal (CRT) to make binding decisions when a dispute arises, the CRT’s role does not involve proactive efforts such as random audits to ensure compliance. Option (3) is incorrect because all strata corporations are required to hold annual general meetings to comply with the SPA, regardless of their size. There are, however, options for strata corporations to waive the requirement to hold an annual general meeting. Option (4) is incorrect because the same fundamental legal principles apply to all strata developments, and commercial and industrial strata developments are not subject to enhanced compliance requirements under the SPA."
"Question 43: In the context of appraisal, which one of the following properties is MOST likely to possess latent value? 
(1)A three-storey condominium development that has recently been completed, all units having been sold before completion of construction 
(2)A single-family residence that is the only house on the block not yet converted to the commercial use that is permitted by zoning 
(3)A three-storey condominium development that has recently been completed, all units having been sold before completion of construction 
(4)A sports store that is built on land zoned for commercial use","Answer: 2 Explanation: A property possesses latent value if its current state does not represent its highest and best use. Option (2) possesses latent value as the property would have more value if the single-family home was removed and a commercial use building was developed. Options (1), (3), and (4) are incorrect, as these properties are currently being utilized at their highest and best use."
"Question 44: Which of the following statements about the criminal offence of misleading advertising in section 52 of the Competition Act is FALSE? 
(1)The offence involves the making of a representation to the public that is false or misleading in a material respect, for the purpose of promoting any business interest. 
(2)To escape liability, one must show that they honestly believed that the representations were not false or misleading and exercised due diligence in making sure that was the case. 
(3)The offence involves the making of a representation to the public that is false or misleading in a material respect, for the purpose of promoting any business interest. 
(4)The requirement that the representation be false in a material respect refers to the whether the representation would have a real effect on an ordinary consumer’s buying decision.","Answer: 3 Explanation: Option (3) is false and therefore correct, because the representations covered by section 52 can be by “any means whatsoever” and can include oral representations. They are not limited to just print and digital representations. Options (1), (2), and (4) are true statements and are therefore incorrect."
"Question 45: Which of the following is TRUE? In a strata plan, the term “unit entitlement” refers to: 
(1)the value of each condominium unit relative to other units. 
(2)the share of the value upon demolition owned by each condominium unit owner. 
(3)the value of each condominium unit relative to other units. 
(4)the number used to calculate a strata owner’s contribution to the common expenses of the strata corporation.","Answer: 4 Explanation: Option (4) is correct as it describes the term “unit entitlement”. Options (1), (2), and (3) are false because unit entitlement refers to determining each owner’s proportionate, undivided ownership share of the common property in the strata plan. It is used to determine the share of the strata corporation’s expenses and liabilities for which each strata lot owner is responsible."
"Question 46: A revocation of an offer is effective when which of the following occurs? 
(1)A notice of revocation is mailed 
(2)It is communicated to the offeree 
(3)A notice of revocation is mailed 
(4)A notice of revocation is filed","Answer: 2 Explanation: LTV = 80% Lending Value = $270,000 Maximum loan under lender’s LTV criteria = 0.80  $270,000 = $216,000"
"Question 47: Brad Jones, a prospective home buyer, has applied for a mortgage loan to finance the purchase of a townhouse listed at $276,000. The market value of the townhouse is $275,000 and the lender has assigned a $270,000 lending value to it. Assume that the monthly payments on Mr. Jones’ loan are agreed to be $1,120 and annual property taxes are $2,500. Calculate the minimum level of the borrower’s annual income necessary to support these monthly payments, if the lender’s gross debt service ratio is 32%. 
(1)$50,000.00 
(2)$75,000.00 
(3)$50,000.00 
(4)$63,467.20","Answer: 3 Explanation: Find the minimum borrower’s income necessary given the monthly payments of $1,120 and annual property taxes of $2,500."
